sample_id,category,defect_type,source_image,kind,label_status,corruption_type,subset,final_state,final_instant_bucket,hard_loss_epochs,hard_state_epochs,final_loss,mean_loss,final_mask_iou,final_fn,final_fp,final_class_error,frozen_conflict_epochs,analysis_conflict_epochs,review_label,review_reason,reviewer
train:3049095876839103288:grid/test/thread/002.png,grid,thread,grid/test/thread/002.png,abnormal,clean,,CLEAN_NATURAL_HARD,HARD_LEARNABLE,HARD,15,15,226.5538330078125,305.5913594563802,0.6194601655006409,0,0,0,13,13,reasonable,Visible thread defect on the grid; persistent hard candidate state agrees with the image.,Codex visual review 2026-08-10
train:3141768559057378213:grid/test/bent/006.png,grid,bent,grid/test/bent/006.png,abnormal,clean,,CLEAN_NATURAL_HARD,HARD_LEARNABLE,HARD,15,15,199.50648498535156,256.8299296061198,0.708670437335968,0,0,0,12,12,reasonable,Visible central grid deformation; sustained HARD_LEARNABLE state is plausible.,Codex visual review 2026-08-10
train:3417209080956311570:capsule/test/poke/006.png,capsule,poke,capsule/test/poke/006.png,abnormal,clean,,CLEAN_NATURAL_HARD,LEARNING,MIDDLE,5,5,131.2762451171875,198.70211893717448,,1,0,0,15,15,reasonable,Subtle capsule poke with FN; moderate LEARNING trajectory is more defensible than an automatic hard claim.,Codex visual review 2026-08-10
train:3544459544906768490:capsule/test/squeeze/004.png,capsule,squeeze,capsule/test/squeeze/004.png,abnormal,clean,,CLEAN_NATURAL_HARD,HARD_LEARNABLE,HARD,15,11,176.04051208496094,240.73613891601562,,1,0,0,15,15,reasonable,Visible capsule deformation; high-loss hard state and FN are consistent.,Codex visual review 2026-08-10
train:3805211079559930078:capsule/test/scratch/021.png,capsule,scratch,capsule/test/scratch/021.png,abnormal,clean,,CLEAN_NATURAL_HARD,HARD_LEARNABLE,HARD,15,13,262.25567626953125,323.89548543294273,0.40754038095474243,0,1,0,15,15,reasonable,Visible capsule scratch; persistent hard state is a plausible high-loss candidate.,Codex visual review 2026-08-10
train:4007568285886619920:pill/test/combined/009.png,pill,combined,pill/test/combined/009.png,abnormal,clean,,CLEAN_NATURAL_HARD,HARD_LEARNABLE,HARD,15,15,154.9895477294922,249.83594156901043,0.8567577600479126,0,2,0,13,13,reasonable,Multiple visible pill anomalies; hard state with FP is consistent with combined-defect ambiguity.,Codex visual review 2026-08-10
train:4097742676584527066:capsule/test/squeeze/012.png,capsule,squeeze,capsule/test/squeeze/012.png,abnormal,clean,,CLEAN_NATURAL_HARD,HARD_LEARNABLE,HARD,15,14,379.16607666015625,487.9014587402344,0.27930864691734314,0,0,0,15,15,reasonable,Visible capsule squeeze/deformation; very high loss and persistent hard state are plausible.,Codex visual review 2026-08-10
train:4117635759692635188:pill/test/combined/007.png,pill,combined,pill/test/combined/007.png,abnormal,clean,,CLEAN_NATURAL_HARD,HARD_LEARNABLE,HARD,15,14,146.80819702148438,226.73731587727863,,1,2,0,15,15,reasonable,Visible multi-defect pill image; high-loss hard state with FN/FP is consistent.,Codex visual review 2026-08-10
train:4278975938648514112:capsule/test/scratch/012.png,capsule,scratch,capsule/test/scratch/012.png,abnormal,clean,,CLEAN_NATURAL_HARD,LEARNING,MIDDLE,3,3,127.2064437866211,194.52291870117188,0.8718377351760864,0,0,0,13,13,questionable,The scratch is visually subtle and the sample remains only LEARNING/MIDDLE despite a high absolute loss; difficulty interpretation is uncertain.,Codex visual review 2026-08-10
train:4510235891147841902:pill/test/color/007.png,pill,color,pill/test/color/007.png,abnormal,clean,,CLEAN_NATURAL_HARD,HARD_LEARNABLE,HARD,12,12,154.94839477539062,193.42872924804686,0.6915688514709473,0,0,0,11,11,reasonable,Many visible color/spot anomalies; sustained hard candidate state is plausible.,Codex visual review 2026-08-10
train:4929878822268887463:pill/test/combined/000.png,pill,combined,pill/test/combined/000.png,abnormal,clean,,CLEAN_NATURAL_HARD,HARD_LEARNABLE,HARD,14,14,148.93800354003906,201.14329325358074,,1,2,0,15,15,reasonable,Visible combined pill defects; high-loss state with FN/FP is consistent.,Codex visual review 2026-08-10
train:49314652492266362:grid/test/bent/003.png,grid,bent,grid/test/bent/003.png,abnormal,clean,,CLEAN_NATURAL_HARD,HARD_LEARNABLE,HARD,15,14,242.1414031982422,404.6919413248698,0.5876115560531616,0,0,0,14,14,reasonable,Clear grid deformation; persistent hard candidate state is visually plausible.,Codex visual review 2026-08-10
train:5088599339705452313:pill/test/scratch/002.png,pill,scratch,pill/test/scratch/002.png,abnormal,clean,,CLEAN_NATURAL_HARD,HARD_LEARNABLE,HARD,14,14,140.8460693359375,205.88961385091145,0.9020933508872986,0,1,0,12,12,reasonable,Visible pill scratch/marks; high-loss hard state is consistent with the defect.,Codex visual review 2026-08-10
train:1609930916752120815:capsule/train/good/131.png,capsule,good,capsule/train/good/131.png,normal,clean,,REFERENCE_MASTERED,LEARNING,EASY,0,0,9.244447574019432e-05,6.776613493760426e-05,,0,0,0,15,0,wrong,"Visually normal empty-GT sample with no analysis conflict, but frozen core records gt_recall=0 as conflict in all epochs; probe semantics are wrong for clean background images.",Codex visual review 2026-08-10
train:1729354100676714091:grid/train/good/230.png,grid,good,grid/train/good/230.png,normal,clean,,REFERENCE_MASTERED,LEARNING,EASY,0,0,0.00021386099979281425,0.002420100523158908,,0,0,0,15,0,wrong,Visually normal empty-GT grid sample; frozen core counts undefined empty-GT recall as conflict every epoch despite analysis-side exclusion.,Codex visual review 2026-08-10
train:2063657006683759332:pill/train/good/022.png,pill,good,pill/train/good/022.png,normal,clean,,REFERENCE_MASTERED,LEARNING,MIDDLE,0,0,0.0013992928434163332,0.0010137930357207855,,0,0,0,15,0,wrong,Normal empty-GT pill sample; frozen probe conflict is a semantic false positive even though loss remains tiny.,Codex visual review 2026-08-10
train:2480008252367027160:capsule/train/good/170.png,capsule,good,capsule/train/good/170.png,normal,clean,,REFERENCE_MASTERED,LEARNING,EASY,0,0,0.00046419654972851276,0.00020229285582900046,,0,0,0,15,0,wrong,Visually normal empty-GT capsule; core gt_recall=0 conflict is undefined rather than a miss.,Codex visual review 2026-08-10
train:2597022681582508303:grid/train/good/086.png,grid,good,grid/train/good/086.png,normal,clean,,REFERENCE_MASTERED,MASTERED,EASY,0,0,0.0,0.003956455628698071,,0,0,0,15,0,wrong,"Normal empty-GT grid sample reaches MASTERED, but frozen conflict remains semantically wrong for the probe signal.",Codex visual review 2026-08-10
train:2832729411921490110:capsule/train/good/132.png,capsule,good,capsule/train/good/132.png,normal,clean,,REFERENCE_MASTERED,LEARNING,EASY,0,0,3.988528624176979e-05,3.2749430586894354e-05,,0,0,0,15,0,wrong,Visually normal empty-GT capsule with tiny loss; all-epoch frozen conflict is an undefined-recall false positive.,Codex visual review 2026-08-10
train:2872813516846611074:capsule/train/good/035.png,capsule,good,capsule/train/good/035.png,normal,clean,,REFERENCE_MASTERED,LEARNING,MIDDLE,0,0,0.000707648228853941,0.0003629521001130342,,0,0,0,15,0,wrong,Normal empty-GT capsule; frozen conflict semantics do not represent a real detection miss.,Codex visual review 2026-08-10
train:3064240740115889573:capsule/train/good/088.png,capsule,good,capsule/train/good/088.png,normal,clean,,REFERENCE_MASTERED,LEARNING,MIDDLE,0,0,0.000744260847568512,0.00021017203107476234,,0,0,0,15,0,wrong,Normal empty-GT capsule with low loss; core conflict is a false positive caused by gt_recall=0 on an empty target.,Codex visual review 2026-08-10
train:3337943932668878757:grid/train/good/022.png,grid,good,grid/train/good/022.png,normal,clean,,REFERENCE_MASTERED,MASTERED,EASY,0,0,0.0,0.0013129267375916243,,0,0,0,15,0,wrong,Normal empty-GT grid reaches MASTERED but still has frozen conflict records; the probe predicate is semantically wrong for this sample.,Codex visual review 2026-08-10
train:3485617813109734361:capsule/train/good/187.png,capsule,good,capsule/train/good/187.png,normal,clean,,REFERENCE_MASTERED,LEARNING,EASY,0,0,0.00012051151134073734,0.0001519335899502039,,0,0,0,15,0,wrong,Visually normal empty-GT capsule; analysis conflict is correctly zero but frozen conflict remains a false positive.,Codex visual review 2026-08-10
train:3516369204695933484:grid/train/good/027.png,grid,good,grid/train/good/027.png,normal,clean,,REFERENCE_MASTERED,LEARNING,EASY,0,0,0.0,0.0012689839738110702,,0,0,0,15,0,wrong,Normal empty-GT grid; frozen core treats undefined recall as conflict for all epochs.,Codex visual review 2026-08-10
train:3809427062992315454:capsule/train/good/204.png,capsule,good,capsule/train/good/204.png,normal,clean,,REFERENCE_MASTERED,LEARNING,MIDDLE,0,0,0.0008533324580639601,0.0003054678440093994,,0,0,0,15,0,wrong,Visually normal empty-GT capsule; tiny loss does not justify the frozen conflict signal.,Codex visual review 2026-08-10
train:3920375656357970402:grid/train/good/256.png,grid,good,grid/train/good/256.png,normal,clean,,REFERENCE_MASTERED,LEARNING,EASY,0,0,6.187614053487778e-05,0.0028166953939944505,,0,0,0,15,0,wrong,Normal empty-GT grid; frozen conflict is undefined-recall pollution rather than a real error.,Codex visual review 2026-08-10
train:4069803555220086838:grid/train/good/244.png,grid,good,grid/train/good/244.png,normal,clean,,REFERENCE_MASTERED,MASTERED,EASY,0,0,0.0,0.0008416556597997745,,0,0,0,15,0,wrong,"Normal empty-GT grid reaches MASTERED, but frozen conflict remains a semantic false positive.",Codex visual review 2026-08-10
train:4198455449116363733:grid/train/good/180.png,grid,good,grid/train/good/180.png,normal,clean,,REFERENCE_MASTERED,LEARNING,EASY,0,0,6.812694482505322e-05,0.001518287711466352,,0,0,0,15,0,wrong,Visually normal empty-GT grid; analysis-side conflict is zero while frozen predicate still flags undefined recall.,Codex visual review 2026-08-10
train:1100938321423648088:pill/train/good/070.png,pill,good,pill/train/good/070.png,normal,clean,,OTHER_TRAIN,LEARNING,MIDDLE,0,0,0.002792312065139413,0.001722573194031914,,0,0,0,15,0,wrong,Normal empty-GT pill with tiny loss; MIDDLE percentile is a baseline-ranking artifact and frozen conflict is semantically invalid.,Codex visual review 2026-08-10
train:1310311874643652317:capsule/train/good/163.png,capsule,good,capsule/train/good/163.png,normal,clean,,OTHER_TRAIN,LEARNING,MIDDLE,0,0,0.0006521025206893682,0.0007379465115567048,,0,0,0,15,0,wrong,"Normal empty-GT capsule; low loss does not support a real conflict, but frozen core records one each epoch.",Codex visual review 2026-08-10
train:1388612642754228285:pill/train/good/114.png,pill,good,pill/train/good/114.png,normal,clean,,OTHER_TRAIN,LEARNING,MIDDLE,0,0,0.003666598815470934,0.0010057697848727305,,0,0,0,15,0,wrong,Normal empty-GT pill; MIDDLE instant bucket and frozen conflict highlight the current no-GT baseline semantic issue.,Codex visual review 2026-08-10
train:1605097113760341175:pill/train/good/100.png,pill,good,pill/train/good/100.png,normal,clean,,OTHER_TRAIN,LEARNING,MIDDLE,0,0,0.0016223578713834286,0.0011356550889710586,,0,0,0,15,0,wrong,Visually normal empty-GT pill with low loss; frozen conflict is not a real miss.,Codex visual review 2026-08-10
train:1740823932691553001:pill/test/pill_type/002.png,pill,pill_type,pill/test/pill_type/002.png,abnormal,clean,,OTHER_TRAIN,LEARNING,MIDDLE,0,0,112.04946899414062,119.74952697753906,0.993164598941803,0,0,0,10,10,reasonable,Visible yellow pill-type anomaly; moderate loss/LEARNING state is plausible for a non-corrupted defect.,Codex visual review 2026-08-10
train:1945384868948333553:pill/train/good/257.png,pill,good,pill/train/good/257.png,normal,clean,,OTHER_TRAIN,MASTERED,EASY,0,0,0.0002776002511382103,0.002214204069847862,,0,0,0,15,0,wrong,"Normal empty-GT pill reaches MASTERED, but frozen conflict remains a probe semantic false positive.",Codex visual review 2026-08-10
train:199958455221314673:pill/test/pill_type/007.png,pill,pill_type,pill/test/pill_type/007.png,abnormal,clean,,OTHER_TRAIN,LEARNING,MIDDLE,0,0,112.24053955078125,123.58127288818359,0.9899702072143555,0,1,0,10,10,reasonable,Visible yellow pill-type anomaly with one FP; moderate LEARNING state is plausible in this smoke run.,Codex visual review 2026-08-10
train:2393414823739843695:grid/test/metal_contamination/000.png,grid,metal_contamination,grid/test/metal_contamination/000.png,abnormal,clean,,OTHER_TRAIN,LEARNING,MIDDLE,0,0,115.1226806640625,132.99870707194012,0.8890097737312317,0,0,0,11,11,questionable,Metal-contamination label is visually subtle in the contact sheet while loss is high; this is an appropriate manual-review uncertainty case.,Codex visual review 2026-08-10
train:2548632831571252407:pill/train/good/261.png,pill,good,pill/train/good/261.png,normal,clean,,OTHER_TRAIN,LEARNING,MIDDLE,0,0,0.0006351668853312731,0.003912892052903771,,0,0,0,15,0,wrong,Normal empty-GT pill; frozen conflict is semantically invalid even though the state reaches MASTERED.,Codex visual review 2026-08-10
train:2557981520441401042:pill/train/good/168.png,pill,good,pill/train/good/168.png,normal,clean,,OTHER_TRAIN,LEARNING,MIDDLE,0,0,0.0040897708386182785,0.0024299314556022484,,0,0,0,15,0,wrong,Normal empty-GT pill with tiny loss; frozen core conflict is an undefined-recall false positive.,Codex visual review 2026-08-10
